,fdc_id,data_type,description,food_category_id,protein_value,fat_value,carbohydrate_value
4204,174412,sr_legacy_food,"Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean only, trimmed to 1/8"" fat, raw",,4.27,9.02,3.87
4205,174413,sr_legacy_food,"Lamb, Australian, imported, fresh, loin, separable lean only, trimmed to 1/8"" fat, cooked, broiled",,4.27,9.02,3.87
4206,174417,sr_legacy_food,"Lamb, Australian, imported, fresh, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, raw",,4.27,9.02,3.87
4207,174418,sr_legacy_food,"Lamb, Australian, imported, fresh, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",,4.27,9.02,3.87
4208,174419,sr_legacy_food,"Lamb, Australian, imported, fresh, shoulder, arm, separable lean only, trimmed to 1/8"" fat, raw",,4.27,9.02,3.87
4209,174420,sr_legacy_food,"Lamb, Australian, imported, fresh, shoulder, arm, separable lean only,   trimmed to 1/8"" fat, cooked, braised",,4.27,9.02,3.87
4210,174421,sr_legacy_food,"Game meat , bison, ground, raw",,4.27,9.02,3.87
4211,174422,sr_legacy_food,"Game meat, bison, ground, cooked, pan-broiled",,4.27,9.02,3.87
4212,174423,sr_legacy_food,"Game meat , bison, top sirloin, separable lean only, 1"" steak, cooked, broiled",,4.27,9.02,3.87
4213,174424,sr_legacy_food,"Game meat, bison, chuck, shoulder clod, separable lean only, cooked, braised",,4.27,9.02,3.87
4214,174425,sr_legacy_food,"Game meat, elk, ground, raw",,4.27,9.02,3.87
4215,174426,sr_legacy_food,"Game meat, elk, ground, cooked, pan-broiled",,4.27,9.02,3.87
4216,174427,sr_legacy_food,"Game meat, elk, loin, separable lean only, cooked, broiled",,4.27,9.02,3.87
4217,174428,sr_legacy_food,"Game meat, elk, round, separable lean only, cooked, broiled",,4.27,9.02,3.87
4218,174429,sr_legacy_food,"Game meat, elk, tenderloin, separable lean only, cooked, broiled",,4.27,9.02,3.87
4219,174430,sr_legacy_food,"Game meat, deer, tenderloin, separable lean only, cooked, broiled",,4.27,9.02,3.87
4220,174431,sr_legacy_food,"Game meat, deer, top round, separable lean only, 1"" steak, cooked, broiled",,4.27,9.02,3.87
4221,174465,sr_legacy_food,"Chicken, capons, giblets, raw",,4.27,9.02,3.87
4222,174466,sr_legacy_food,"Chicken, capons, giblets, cooked, simmered",,4.27,9.02,3.87
4223,174467,sr_legacy_food,"Duck, domesticated, liver, raw",,4.27,9.02,3.87
4224,174468,sr_legacy_food,"Duck, wild, meat and skin, raw",,4.27,9.02,3.87
4225,174469,sr_legacy_food,"Duck, wild, breast, meat only, raw",,4.27,9.02,3.87
4226,174470,sr_legacy_food,"Goose, domesticated, meat and skin, raw",,4.27,9.02,3.87
4227,174471,sr_legacy_food,"Guinea hen, meat only, raw",,4.27,9.02,3.87
4228,174472,sr_legacy_food,"Pheasant, raw, meat and skin",,4.27,9.02,3.87
4229,174473,sr_legacy_food,"Pheasant, raw, meat only",,4.27,9.02,3.87
4230,174474,sr_legacy_food,"Pheasant, breast, meat only, raw",,4.27,9.02,3.87
4231,174475,sr_legacy_food,"Squab, (pigeon), meat and skin, raw",,4.27,9.02,3.87
4232,174476,sr_legacy_food,"Emu, fan fillet, raw",,4.27,9.02,3.87
4233,174477,sr_legacy_food,"Emu, fan fillet, cooked, broiled",,4.27,9.02,3.87
4234,174478,sr_legacy_food,"Emu, flat fillet, raw",,4.27,9.02,3.87
4235,174479,sr_legacy_food,"Emu, full rump, raw",,4.27,9.02,3.87
4236,174480,sr_legacy_food,"Emu, top loin, cooked, broiled",,4.27,9.02,3.87
4237,174481,sr_legacy_food,"Ostrich, ground, raw",,4.27,9.02,3.87
4238,174482,sr_legacy_food,"Ostrich, ground, cooked, pan-broiled",,4.27,9.02,3.87
4239,174483,sr_legacy_food,"Ostrich, fan, raw",,4.27,9.02,3.87
4240,174484,sr_legacy_food,"Ostrich, outside leg, raw",,4.27,9.02,3.87
4241,174485,sr_legacy_food,"Ostrich, outside strip, raw",,4.27,9.02,3.87
4242,174486,sr_legacy_food,"Ostrich, outside strip, cooked",,4.27,9.02,3.87
4243,174487,sr_legacy_food,"Ostrich, oyster, raw",,4.27,9.02,3.87
4244,174488,sr_legacy_food,"Ostrich, tip trimmed, cooked",,4.27,9.02,3.87
4245,174489,sr_legacy_food,"Ostrich, top loin, raw",,4.27,9.02,3.87
4246,174490,sr_legacy_food,"Ostrich, top loin, cooked",,4.27,9.02,3.87
4247,174491,sr_legacy_food,"Chicken, liver, all classes, cooked, pan-fried",,4.27,9.02,3.87
4248,174522,sr_legacy_food,"Soup, chicken mushroom, canned, condensed",,4.0,9.0,4.2
4249,174524,sr_legacy_food,"Sauce, salsa, ready-to-serve",,2.44,8.87,3.57
4250,174525,sr_legacy_food,"Sauce, homemade, white, medium",,4.2,8.7,3.9
4251,174526,sr_legacy_food,"Sauce, homemade, white, thick",,4.2,8.7,3.9
4252,174527,sr_legacy_food,"Sauce, ready-to-serve, pepper or hot",,2.44,8.37,3.57
4253,174528,sr_legacy_food,"Sauce, ready-to-serve, pepper, TABASCO",,2.44,8.37,3.57
4254,174529,sr_legacy_food,"Sauce, oyster, ready-to-serve",,4.0,9.0,4.0
4255,174531,sr_legacy_food,"Sauce, fish, ready-to-serve",,4.0,9.0,4.0
4256,174532,sr_legacy_food,"Soup, shark fin, restaurant-prepared",,4.0,9.0,4.0
4257,174533,sr_legacy_food,"Soup, bean & ham, canned, reduced sodium, prepared with water or ready-to-serve",,4.0,9.0,4.0
4258,174536,sr_legacy_food,"Soup, chicken broth, ready-to-serve",,4.0,9.0,4.0
4259,174537,sr_legacy_food,"Soup, cream of chicken, canned, prepared with equal volume milk",,4.3,8.9,3.9
4260,174541,sr_legacy_food,"Soup, cream of onion, canned, prepared with equal volume milk",,3.9,8.8,3.9
4261,174546,sr_legacy_food,"Soup, tomato, canned, prepared with equal volume low fat (2%) milk",,2.8,8.7,3.8
4262,174549,sr_legacy_food,"Soup, cream of asparagus, canned, prepared with equal volume water",,3.9,8.8,3.9
4263,174550,sr_legacy_food,"Soup, cheese, canned, prepared with equal volume water",,4.1,8.8,3.9
4264,174551,sr_legacy_food,"Soup, chicken broth, canned, prepared with equal volume water",,4.2,9.0,4.0
4265,174553,sr_legacy_food,"Soup, cream of chicken, canned, prepared with equal volume water",,4.3,8.9,3.9
4266,174554,sr_legacy_food,"Soup, clam chowder, manhattan, canned, prepared with equal volume water",,3.8,9.0,4.0
4267,174557,sr_legacy_food,"Soup, beef broth, bouillon, consomme, prepared with equal volume water",,4.0,9.0,4.0
4268,174558,sr_legacy_food,"Soup, mushroom with beef stock, canned, prepared with equal volume water",,4.0,9.0,4.0
4269,174559,sr_legacy_food,"Soup, cream of onion, canned, prepared with equal volume water",,3.9,8.8,3.9
4270,174560,sr_legacy_food,"Soup, oyster stew, canned, prepared with equal volume water",,4.3,8.9,3.9
4271,174561,sr_legacy_food,"Soup, pea, green, canned, prepared with equal volume water",,3.7,8.9,4.0
4272,174562,sr_legacy_food,"Soup, turkey noodle, canned, prepared with equal volume water",,4.1,8.9,4.1
4273,174563,sr_legacy_food,"Soup, turkey vegetable, canned, prepared with equal volume water",,3.8,9.0,4.0
4274,174564,sr_legacy_food,"Soup, vegetarian vegetable, canned, prepared with equal volume water",,2.5,8.5,4.0
4275,174565,sr_legacy_food,"Soup, vegetable beef, canned, prepared with equal volume water",,3.8,9.0,4.0
4276,174566,sr_legacy_food,"Soup, chicken broth cubes, dry, prepared with water",,4.2,9.0,4.0
4277,174567,sr_legacy_food,"Soup, cream of chicken, dry, mix, prepared with water",,4.3,8.9,3.9
4278,174568,sr_legacy_food,"Soup, onion, dry, mix, prepared with water",,2.5,8.5,4.0
4279,174569,sr_legacy_food,"Soup, tomato, dry, mix, prepared with water",,2.8,8.7,3.8
4280,174570,sr_legacy_food,"Roast beef, deli style, prepackaged, sliced",,4.27,9.02,3.87
4281,174571,sr_legacy_food,"Luncheon meat, pork, canned",,4.27,9.02,3.68
4282,174572,sr_legacy_food,"Turkey breast, low salt, prepackaged or deli, luncheon meat",,4.0,9.0,4.0
4283,174573,sr_legacy_food,"Mortadella, beef, pork",,4.27,9.02,3.87
4284,174574,sr_legacy_food,"Peppered loaf, pork, beef",,4.27,9.02,3.87
4285,174575,sr_legacy_food,"Pepperoni, beef and pork, sliced",,4.27,9.02,3.87
4286,174576,sr_legacy_food,"Pickle and pimiento loaf, pork",,4.27,9.02,3.87
4287,174577,sr_legacy_food,"Polish sausage, pork",,4.27,9.02,3.87
4288,174579,sr_legacy_food,"Sausage, pork and beef, fresh, cooked",,4.27,9.02,3.87
4289,174581,sr_legacy_food,Poultry salad sandwich spread,,4.27,9.02,3.87
4290,174582,sr_legacy_food,"Salami, dry or hard, pork, beef",,4.27,9.02,3.87
4291,174583,sr_legacy_food,"Sandwich spread, pork, beef",,4.27,9.02,3.87
4292,174584,sr_legacy_food,"Sausage, smoked link sausage, pork",,4.27,9.02,3.87
4293,174585,sr_legacy_food,"Sausage, smoked link sausage, pork and beef",,4.27,9.02,3.87
4294,174586,sr_legacy_food,"Sausage, Italian, pork, mild, cooked, pan-fried",,4.27,9.02,3.87
4295,174587,sr_legacy_food,"Luncheon sausage, pork and beef",,4.27,9.02,3.87
4296,174588,sr_legacy_food,"Sausage, New england brand, pork, beef",,4.27,9.02,3.87
4297,174593,sr_legacy_food,Hormel Pillow Pak Sliced Turkey Pepperoni,,4.0,9.0,4.0
4298,174594,sr_legacy_food,"Luncheon meat, pork and chicken, minced, canned, includes Spam Lite",,4.27,9.02,3.87
4299,174595,sr_legacy_food,"Bratwurst, veal, cooked",,4.0,9.0,4.0
4300,174596,sr_legacy_food,Liverwurst spread,,4.27,9.02,3.87
4301,174597,sr_legacy_food,Roast beef spread,,4.0,9.0,4.0
4302,174598,sr_legacy_food,"Salami, pork, beef, less sodium",,4.0,9.0,4.0
4303,174599,sr_legacy_food,"Sausage, summer, pork and beef, sticks, with cheddar cheese",,4.0,9.0,4.0
4304,174600,sr_legacy_food,"Sausage, turkey, breakfast links, mild, raw",,4.27,9.02,3.87
4305,174601,sr_legacy_food,"Swisswurst, pork and beef, with swiss cheese, smoked",,4.27,9.02,3.87
4306,174602,sr_legacy_food,Bacon and beef sticks,,4.0,9.0,4.0
4307,174603,sr_legacy_food,"Salami, Italian, pork",,4.0,9.0,4.0
4308,174604,sr_legacy_food,"Sausage, Italian, turkey, smoked",,4.0,9.0,4.0
4309,174605,sr_legacy_food,"Sausage, chicken, beef, pork, skinless, smoked",,4.0,9.0,4.0
4310,174606,sr_legacy_food,"Sausage, turkey, hot, smoked",,4.0,9.0,4.0
4311,174607,sr_legacy_food,"Kielbasa, Polish, turkey and beef, smoked",,4.0,9.0,4.0
4312,174608,sr_legacy_food,"Chicken breast, roll, oven-roasted",,4.0,9.0,4.0
4313,174609,sr_legacy_food,"Bologna, pork and turkey, lite",,4.0,9.0,4.0
4314,174610,sr_legacy_food,"Bologna, pork, turkey and beef",,4.0,9.0,4.0
4315,174611,sr_legacy_food,"Ham, honey, smoked, cooked",,4.0,9.0,4.0
4316,174612,sr_legacy_food,"Turkey, breast, smoked, lemon pepper flavor, 97% fat-free",,4.0,9.0,4.0
4317,174613,sr_legacy_food,"Turkey, white, rotisserie, deli cut",,4.0,9.0,4.0
4318,174614,sr_legacy_food,"Frankfurter, beef, heated",,4.0,9.0,4.0
4319,174615,sr_legacy_food,"Frankfurter, meat, heated",,4.0,9.0,4.0
4320,174616,sr_legacy_food,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",,4.27,9.02,3.87
4321,174617,sr_legacy_food,"Sausage, turkey, fresh, raw",,4.27,9.02,3.87
4322,174618,sr_legacy_food,"Sausage, beef, fresh, cooked",,4.27,9.02,3.87
4323,174655,sr_legacy_food,"Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, dry",,4.05,8.37,4.12
4324,174665,sr_legacy_food,"Figs, dried, uncooked",,3.36,8.37,3.6
4325,174666,sr_legacy_food,"Figs, dried, stewed",,3.36,8.37,3.6
4326,174667,sr_legacy_food,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, water pack, solids and liquids",,3.36,8.37,3.6
4327,174668,sr_legacy_food,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, juice pack, solids and liquids",,3.36,8.37,3.7
4328,174669,sr_legacy_food,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, water pack, solids and liquids",,3.36,8.37,3.6
4329,174670,sr_legacy_food,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, juice pack, solids and liquids",,3.36,8.37,3.7
4330,174671,sr_legacy_food,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, light syrup, solids and liquids",,3.36,8.37,3.71
4331,174672,sr_legacy_food,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, extra heavy syrup, solids and liquids",,3.36,8.37,3.78
4332,174673,sr_legacy_food,"Grapefruit, raw, pink and red, all areas",,3.36,8.37,3.6
4333,174674,sr_legacy_food,"Grapefruit, raw, pink and red, California and Arizona",,3.36,8.37,3.6
4334,174675,sr_legacy_food,"Grapefruit, raw, pink and red, Florida",,3.36,8.37,3.6
4335,174676,sr_legacy_food,"Grapefruit, raw, white, all areas",,3.36,8.37,3.6
4336,174677,sr_legacy_food,"Grapefruit, raw, white, California",,3.36,8.37,3.6
4337,174678,sr_legacy_food,"Grapefruit juice, white, canned or bottled, unsweetened",,3.36,8.37,3.92
4338,174679,sr_legacy_food,"Grapefruit juice, white, canned, sweetened",,3.36,8.37,3.92
4339,174680,sr_legacy_food,"Grapefruit juice, white, frozen concentrate, unsweetened, undiluted",,3.36,8.37,3.92
4340,174681,sr_legacy_food,"Grapefruit juice, white, frozen concentrate, unsweetened, diluted with 3 volume water",,3.36,8.37,3.92
4341,174682,sr_legacy_food,"Grapes, american type (slip skin), raw",,3.36,8.37,3.6
4342,174683,sr_legacy_food,"Grapes, red or green (European type, such as Thompson seedless), raw",,3.36,8.37,3.6
4343,174684,sr_legacy_food,"Grapes, canned, thompson seedless, water pack, solids and liquids",,3.36,8.37,3.6
4344,174685,sr_legacy_food,"Grapes, canned, thompson seedless, heavy syrup pack, solids and liquids",,3.36,8.37,3.75
4345,174686,sr_legacy_food,"Guava sauce, cooked",,3.36,8.37,3.6
4346,174687,sr_legacy_food,"Jackfruit, raw",,3.36,8.37,3.6
4347,174752,sr_legacy_food,"Beef, ground, 93% lean meat / 7% fat, patty, cooked, broiled",,4.27,9.02,3.87
4348,174753,sr_legacy_food,"Beef, ground, 93% lean meat /7% fat, patty, cooked, pan-broiled",,4.27,9.02,3.87
4349,174754,sr_legacy_food,"Beef, ground, 93% lean meat / 7% fat, loaf, cooked, baked",,4.27,9.02,3.87
4350,174755,sr_legacy_food,"Beef, ground, 93% lean meat / 7% fat, crumbles, cooked, pan-browned",,4.27,9.02,3.87
4351,174756,sr_legacy_food,"Beef, ground, 97% lean meat / 3% fat, crumbles, cooked, pan-browned",,4.27,9.02,3.87
4352,174761,sr_legacy_food,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, choice, raw",,4.27,9.02,3.87
4353,174762,sr_legacy_food,"Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",,4.27,9.02,3.87
4354,174763,sr_legacy_food,"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",,4.27,9.02,3.87
4355,174764,sr_legacy_food,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8""fat, choice, cooked, broiled",,4.27,9.02,3.87
4356,174765,sr_legacy_food,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, select, raw",,4.27,9.02,3.87
4357,174766,sr_legacy_food,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, select, raw",,4.27,9.02,3.87
4358,174767,sr_legacy_food,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, select, cooked, braised",,4.27,9.02,3.87
4359,174768,sr_legacy_food,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, select, cooked, braised",,4.27,9.02,3.87
4360,174769,sr_legacy_food,"Beef, variety meats and by-products, tripe, cooked, simmered",,4.27,9.02,3.87
4361,174770,sr_legacy_food,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, all grades, raw",,4.27,9.02,3.87
4362,174772,sr_legacy_food,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, choice, raw",,4.27,9.02,3.87
4363,174773,sr_legacy_food,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",,4.27,9.02,3.87
4364,174774,sr_legacy_food,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",,4.27,9.02,3.87
4365,174775,sr_legacy_food,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",,4.27,9.02,3.87
4366,174776,sr_legacy_food,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, all grades, raw",,4.27,9.02,3.87
4367,174777,sr_legacy_food,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, select, raw",,4.27,9.02,3.87
4368,174810,sr_legacy_food,"Alcoholic beverage, whiskey sour, canned",,3.4,8.4,3.9
4369,174811,sr_legacy_food,"Beverages, Whiskey sour mix, bottled",,4.0,9.0,4.0
4370,174815,sr_legacy_food,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",,,,4.12
4371,174817,sr_legacy_food,"Alcoholic beverage, distilled, rum, 80 proof",,,,4.12
4372,174818,sr_legacy_food,"Alcoholic beverage, distilled, vodka, 80 proof",,,,4.12
4373,174819,sr_legacy_food,"Alcoholic beverage, distilled, whiskey, 86 proof",,,,4.12
4374,174833,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Cabernet Sauvignon",,3.36,8.37,3.92
4375,174834,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Cabernet Franc",,3.36,8.37,3.92
4376,174835,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Pinot Noir",,3.36,8.37,3.92
4377,174836,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Syrah",,3.36,8.37,3.92
4378,174837,sr_legacy_food,"Alcoholic beverage, wine, table, white",,3.36,8.37,3.92
4379,174838,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Lemberger",,3.36,8.37,3.92
4380,174839,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Sangiovese",,3.36,8.37,3.92
4381,174840,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Carignane",,3.36,8.37,3.92
4382,174841,sr_legacy_food,"Alcoholic beverage, wine, table, white, Pinot Gris (Grigio)",,3.36,8.37,3.92
4383,174842,sr_legacy_food,"Beverages, carbonated, club soda",,3.36,8.37,3.87
4384,174843,sr_legacy_food,"Alcoholic beverage, wine, table, white, Gewurztraminer",,3.36,8.37,3.92
4385,174844,sr_legacy_food,"Alcoholic beverage, wine, table, white, late harvest, Gewurztraminer",,3.36,8.37,3.92
4386,174845,sr_legacy_food,"Alcoholic beverage, wine, table, white, Semillon",,3.36,8.37,3.92
4387,174846,sr_legacy_food,"Beverages, carbonated, ginger ale",,3.36,8.37,3.87
4388,174847,sr_legacy_food,"Beverages, NESTEA, tea, black, ready-to-drink, lemon",,4.0,9.0,4.0
4389,174848,sr_legacy_food,"Alcoholic beverage, wine, table, white, Pinot Blanc",,3.36,8.37,3.92
4390,174849,sr_legacy_food,"Alcoholic beverage, wine, table, white, Muscat",,3.36,8.37,3.92
4391,174850,sr_legacy_food,"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, without caffeine",,3.36,8.37,3.87
4392,174851,sr_legacy_food,"Beverages, carbonated, cola, without caffeine",,3.36,8.37,3.87
4393,174852,sr_legacy_food,"Beverages, carbonated, cola, regular",,3.36,8.37,3.87
4394,174853,sr_legacy_food,"Beverages, carbonated, reduced sugar, cola, contains caffeine and sweeteners",,3.36,8.37,3.87
4395,174854,sr_legacy_food,"Beverages, carbonated, orange",,3.36,8.37,3.87
4396,174858,sr_legacy_food,"Beverages, Lemonade, powder",,3.36,8.37,3.8
4397,174860,sr_legacy_food,"Beverages, lemonade-flavor drink, powder",,3.36,8.37,3.8
4398,174863,sr_legacy_food,"Malt beverage, includes non-alcoholic beer",,3.87,8.37,4.12
4399,174864,sr_legacy_food,"Beverages, OVALTINE, Classic Malt powder",,4.0,9.0,4.0
4400,174866,sr_legacy_food,"Beverages, malted drink mix, chocolate, powder",,4.0,9.0,4.0
4401,174868,sr_legacy_food,"Beverages, orange drink, canned, with added vitamin C",,3.36,8.37,3.9
4402,174869,sr_legacy_food,"Strawberry-flavor beverage mix, powder",,3.9,8.37,3.9
4403,174872,sr_legacy_food,"Beverages, tea, instant, decaffeinated, unsweetened",,4.0,9.0,4.0
4404,174901,sr_legacy_food,"Bagels, egg",,4.0,8.6,4.1
4405,174902,sr_legacy_food,"Biscuits, plain or buttermilk, dry mix",,4.1,8.8,4.1
4406,174904,sr_legacy_food,"Biscuits, plain or buttermilk, refrigerated dough, lower fat",,4.0,8.8,4.0
4407,174907,sr_legacy_food,"Bread, boston brown, canned",,3.5,8.4,3.8
4408,174908,sr_legacy_food,"Bread, cornbread, dry mix, enriched (includes corn muffin mix)",,3.8,8.8,4.1
4409,174913,sr_legacy_food,"Bread, Italian",,4.0,8.7,4.1
4410,174915,sr_legacy_food,"Bread, pita, white, enriched",,4.0,8.4,4.1
4411,174916,sr_legacy_food,"Bread, pita, whole-wheat",,3.6,8.4,3.8
4412,174917,sr_legacy_food,"Bread, protein (includes gluten)",,3.9,8.4,4.1
4413,174918,sr_legacy_food,"Bread, pumpernickel",,3.7,8.7,4.0
4414,174919,sr_legacy_food,"Bread, reduced-calorie, oatmeal",,3.9,8.4,3.5
4415,174920,sr_legacy_food,"Bread, reduced-calorie, rye",,4.0,8.6,3.5
4416,174921,sr_legacy_food,"Bread, reduced-calorie, wheat",,3.9,8.4,3.3
4417,174922,sr_legacy_food,"Bread, reduced-calorie, white",,4.0,8.7,3.4
4418,174923,sr_legacy_food,"Bread, rice bran",,3.7,8.7,3.9
4419,174924,sr_legacy_food,"Bread, white, commercially prepared (includes soft bread crumbs)",,3.9,8.7,4.1
4420,174928,sr_legacy_food,"Bread, crumbs, dry, grated, plain",,4.0,8.8,4.1
4421,174929,sr_legacy_food,"Bread, sticks, plain",,4.0,8.8,4.1
4422,174930,sr_legacy_food,"Bread, stuffing, dry mix",,4.0,8.8,4.1
4423,174932,sr_legacy_food,"Cake, pudding-type, carrot, dry mix",,3.9,8.8,3.9
4424,174933,sr_legacy_food,"Cake, cherry fudge with chocolate frosting",,3.9,8.8,3.8
4425,174934,sr_legacy_food,"Cake, chocolate, commercially prepared with chocolate frosting, in-store bakery",,3.5,8.8,3.8
4426,174935,sr_legacy_food,"Cake, pudding-type, chocolate, dry mix",,3.3,8.7,3.8
4427,174936,sr_legacy_food,"Cake, coffeecake, creme-filled with chocolate frosting",,3.9,8.8,4.0
4428,174937,sr_legacy_food,"Cake, coffeecake, fruit",,3.9,8.8,3.9
4429,174939,sr_legacy_food,"Cake, fruitcake, commercially prepared",,3.8,8.6,3.8
4430,174940,sr_legacy_food,"Cake, pound, commercially prepared, other than all butter, enriched",,4.2,8.8,4.0
4431,174944,sr_legacy_food,"Cake, yellow, commercially prepared, with chocolate frosting, in-store bakery",,3.8,8.8,3.8
4432,174945,sr_legacy_food,"Cake, yellow, commercially prepared, with vanilla frosting",,4.2,8.9,3.9
4433,174946,sr_legacy_food,"Cake, pudding-type, yellow, dry mix",,4.1,8.8,4.0
4434,174947,sr_legacy_food,"Cake, yellow, enriched, dry mix",,4.1,8.8,4.0
4435,174948,sr_legacy_food,"Cookies, brownies, dry mix, regular",,3.0,8.7,3.8
4436,174950,sr_legacy_food,"Cookies, butter, commercially prepared, enriched",,4.2,8.8,4.0
4437,174951,sr_legacy_food,"Cookies, fudge, cake-type (includes trolley cakes)",,3.6,8.7,3.8
4438,174952,sr_legacy_food,"Cookies, chocolate chip, dry mix",,4.0,8.8,3.9
4439,174953,sr_legacy_food,"Cookies, chocolate chip, refrigerated dough",,4.1,8.8,4.0
4440,174956,sr_legacy_food,"Cookies, gingersnaps",,4.0,8.8,4.0
4441,174957,sr_legacy_food,"Cookies, graham crackers, plain or honey (includes cinnamon)",,3.9,8.8,4.0
4442,174958,sr_legacy_food,"Cookies, graham crackers, chocolate-coated",,3.8,8.7,3.9
4443,174960,sr_legacy_food,"Cookies, oatmeal, dry mix",,3.7,8.8,4.0
4444,174961,sr_legacy_food,"Cookies, oatmeal, refrigerated dough",,3.8,8.8,4.0
4445,174965,sr_legacy_food,"Cookies, peanut butter sandwich, regular",,3.8,8.6,4.0
4446,174966,sr_legacy_food,"Cookies, raisin, soft-type",,4.0,8.8,3.9
4447,174967,sr_legacy_food,"Cookies, shortbread, commercially prepared, plain",,4.1,8.8,4.1
4448,174968,sr_legacy_food,"Cookies, shortbread, commercially prepared, pecan",,4.0,8.7,4.1
4449,174969,sr_legacy_food,"Cookies, peanut butter sandwich, special dietary",,3.6,8.7,4.0
4450,174970,sr_legacy_food,"Cookies, sugar wafer, with creme filling, sugar free",,4.0,8.8,4.0
4451,174971,sr_legacy_food,"Cookies, sugar, commercially prepared, regular (includes vanilla)",,4.2,8.8,4.0
4452,174972,sr_legacy_food,"Cookies, sugar, refrigerated dough",,4.1,8.8,4.0
4453,174973,sr_legacy_food,"Cookies, vanilla wafers, lower fat",,4.1,8.8,3.9
4454,174974,sr_legacy_food,"Cookies, vanilla wafers, higher fat",,4.1,8.8,4.0
4455,174975,sr_legacy_food,"Crackers, cheese, regular",,4.1,8.8,4.1
4456,174976,sr_legacy_food,"Crackers, cheese, sandwich-type with peanut butter filling",,3.8,8.6,4.1
4457,174977,sr_legacy_food,"Crackers, melba toast, plain",,4.0,8.6,4.1
4458,174978,sr_legacy_food,"Crackers, melba toast, rye (includes pumpernickel)",,3.7,8.6,4.1
4459,174979,sr_legacy_food,"Crackers, melba toast, wheat",,3.8,8.6,4.0
4460,174980,sr_legacy_food,"Crackers, milk",,4.0,8.8,4.1
4461,174981,sr_legacy_food,"Crackers, rusk toast",,3.9,8.9,4.0
4462,174983,sr_legacy_food,"Crackers, standard snack-type, sandwich, with cheese filling",,4.1,8.8,4.1
4463,174984,sr_legacy_food,"Crackers, standard snack-type, sandwich, with peanut butter filling",,3.8,8.6,4.1
4464,174985,sr_legacy_food,"Crackers, wheat, regular",,3.8,8.8,4.0
4465,174987,sr_legacy_food,"Croissants, butter",,4.0,8.8,4.1
4466,174988,sr_legacy_food,"Croissants, apple",,4.0,8.8,4.0
4467,174989,sr_legacy_food,"Croissants, cheese",,4.0,8.8,4.1
4468,174992,sr_legacy_food,"Doughnuts, cake-type, plain, sugared or glazed",,4.2,8.8,4.0
4469,174993,sr_legacy_food,"Doughnuts, cake-type, chocolate, sugared or glazed",,3.9,8.8,3.9
4470,174996,sr_legacy_food,"Muffins, English, mixed-grain (includes granola)",,3.7,8.5,4.0
4471,174997,sr_legacy_food,"Muffins, English, raisin-cinnamon (includes apple-cinnamon)",,4.0,9.0,4.0
4472,175000,sr_legacy_food,"Ice cream cones, cake or wafer-type",,4.0,8.8,4.1
4473,175001,sr_legacy_food,"Ice cream cones, sugar, rolled-type",,4.0,8.8,4.0
4474,175002,sr_legacy_food,"Muffins, corn, commercially prepared",,3.8,8.8,4.1
4475,175004,sr_legacy_food,"Muffins, corn, toaster-type",,4.0,8.8,3.9
4476,175007,sr_legacy_food,"Pancakes, plain, dry mix, incomplete (includes buttermilk)",,3.9,8.4,4.1
